,HIGHDEG,INSTNM,CITY,STABBR,LATITUDE,LONGITUDE,LOCALE,UGDS,ADM_RATE,C150_4,SAT_AVG,UGDS_BLACK,UGDS_WHITE,UGDS_HISP,UGDS_ASIAN,UGDS_AIAN,RELAFFIL,COSTT4_A,PCTPELL,PCTFLOAN
1251,4,Cornell University,Ithaca,NY,42.447199,-76.483489,13,14195,0.1419,0.932,1422,0.0597,0.4209,0.1153,0.1722,0.0032,-2,61608,0.163,0.3104
1252,4,Weill Cornell Medical College,New York,NY,40.764738,-73.954839,11,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,-2,""" """,""" """,""" """
1253,3,Culinary Institute of America,Hyde Park,NY,41.746225,-73.931833,21,2778,0.6369,0.7417,""" """,0.0518,0.5508,0.1418,0.0569,0.0032,-2,41305,0.2794,0.6324
1254,4,CUNY Bernard M Baruch College,New York,NY,40.740238,-73.983417,11,14420,0.279,0.656,1235,0.0931,0.2503,0.1924,0.3284,0.0017,-2,15519,0.4401,0.1758
1255,4,CUNY Brooklyn College,Brooklyn,NY,40.631912,-73.95312,11,12925,0.3533,0.5023,1085,0.2217,0.3485,0.2028,0.1774,0.002,-2,15117,0.4879,0.2179
1256,4,College of Staten Island CUNY,Staten Island,NY,40.603949,-74.148701,11,12944,0.9427,0.2734,1005,0.1389,0.4868,0.2182,0.1133,0.002,-2,16958,0.453,0.1921
1257,4,CUNY City College,New York,NY,40.819794,-73.95055,11,12175,0.3806,0.4415,1130,0.1723,0.1584,0.3431,0.2361,0.0011,-2,14824,0.518,0.2225
1258,4,CUNY Graduate School and University Center,New York,NY,40.748503,-73.983575,11,1297,""" """,0.6667,""" """,0.3308,0.3593,0.2328,0.0702,0.0031,-2,""" """,0.2316,0.2042
1259,4,CUNY Hunter College,New York,NY,40.768669,-73.964795,11,15778,0.3467,0.5166,1160,0.1001,0.2954,0.2697,0.2464,0.0017,-2,15198,0.4209,0.1819
1260,4,CUNY John Jay College of Criminal Justice,New York,NY,40.770917,-73.988874,11,12758,0.3731,0.3857,970,0.1794,0.2028,0.4553,0.1093,0.0022,-2,13666,0.553,0.2067
1261,4,CUNY Lehman College,Bronx,NY,40.873928,-73.894627,11,9417,0.2891,0.3708,995,0.2778,0.0691,0.546,0.0617,0.002,-2,11863,0.531,0.2199
1262,3,CUNY Medgar Evers College,Brooklyn,NY,40.666256,-73.957076,11,6241,0.9194,0.1206,""" """,0.7951,0.0143,0.1187,0.0215,0.0032,-2,16113,0.6181,0.2143
1263,3,CUNY New York City College of Technology,Brooklyn,NY,40.695483,-73.987856,11,16354,0.7278,0.1479,""" """,0.2956,0.1208,0.319,0.1974,0.004,-2,14720,0.562,0.1517
1264,4,CUNY Queens College,Queens,NY,40.737771,-73.815387,11,14842,0.3982,0.5664,1090,0.0776,0.3189,0.2848,0.2536,0.0028,-2,14465,0.3868,0.1522
1265,4,CUNY School of Law,Long Island City,NY,40.746366,-73.943992,11,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,-2,""" """,""" """,""" """
1266,4,CUNY York College,Jamaica,NY,40.702661,-73.794586,11,7245,0.3713,0.29,900,0.4023,0.0663,0.2393,0.2208,0.0095,-2,14329,0.5279,0.1028
1267,4,D'Youville College,Buffalo,NY,42.902263,-78.890369,11,1796,0.6879,0.4398,1035,0.078,0.7433,0.0473,0.0278,0.0061,-2,33178,0.3421,0.6599
1268,4,Daemen College,Amherst,NY,42.965024,-78.789025,21,1965,0.549,0.4741,""" """,0.1191,0.7354,0.0595,0.0198,0.0036,-2,34193,0.3536,0.6746
1269,3,Yeshiva of Far Rockaway Derech Ayson Rabbinical Seminary,Far Rockaway,NY,40.60049,-73.743901,11,38,1,0.5263,""" """,0,1,0,0,0,-2,17600,0.1053,0
1270,4,Dominican College of Blauvelt,Orangeburg,NY,41.054111,-73.95234,21,1483,0.6281,0.3882,872,0.1625,0.3338,0.267,0.0816,0.0007,-2,37205,0.4276,0.8788
1271,4,Dowling College,Oakdale,NY,40.746051,-73.164816,21,1281,0.7836,0.3503,""" """,0.0968,0.3934,0.0734,0.0047,0.0023,-2,40482,0.2502,0.443
1272,4,Elmira College,Elmira,NY,42.092724,-76.811333,13,1318,0.8221,0.5804,1073,0.0372,0.67,0.0296,0.019,0.0061,-2,50722,0.3104,0.7301
1273,4,Fashion Institute of Technology,New York,NY,40.74731,-73.994781,11,8260,0.4428,0.7446,""" """,0.0916,0.4719,0.1668,0.0902,0.0013,-2,16660,0.2556,0.3509
1274,4,Five Towns College,Dix Hills,NY,40.793327,-73.369968,21,637,0.5612,0.3346,""" """,0.2104,0.5071,0.1554,0.0361,0.0047,-2,32498,0.457,0.7487
1275,4,Fordham University,Bronx,NY,40.861183,-73.889578,11,8485,0.4812,0.8002,1254,0.045,0.6039,0.1391,0.0924,0.0012,30,59105,0.1977,0.5274
1276,4,The General Theological Seminary,New York,NY,40.745787,-74.003701,11,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,73,""" """,""" """,""" """
1277,3,Hamilton College,Clinton,NY,43.047809,-75.408853,41,1890,0.2635,0.9111,1393,0.0392,0.6423,0.0783,0.073,0.0005,-2,59590,0.1407,0.3718
1278,3,Hartwick College,Oneonta,NY,42.454023,-75.073609,33,1528,0.8956,0.5743,""" """,0.0785,0.678,0.07,0.0203,0.0039,-2,50483,0.3195,0.7176
1279,3,Helene Fuld College of Nursing,New York,NY,40.802506,-73.943009,11,443,""" """,1,""" """,0.7607,0.0858,0.088,0.0632,0,-2,30584,0.4242,0.6944
1280,4,Hilbert College,Hamburg,NY,42.75505,-78.82029,21,932,0.8063,0.4777,""" """,0.0858,0.7479,0.0247,0.0021,0.0182,30,26092,0.4663,0.7865
1281,4,Hobart William Smith Colleges,Geneva,NY,42.857725,-76.984533,32,2344,0.4753,0.7886,""" """,0.0465,0.698,0.0619,0.0324,0.006,-2,59850,0.1639,0.4848
1282,4,Hofstra University,Hempstead,NY,40.715959,-73.60078,21,6803,0.6161,0.5999,1147,0.0878,0.5643,0.143,0.0895,0.0029,-2,51214,0.234,0.5324
1283,4,Houghton College,Houghton,NY,42.426841,-78.156882,43,1010,0.9381,0.7584,1121,0.0248,0.7901,0.0178,0.0168,0.002,89,39545,0.4107,0.7125
1284,4,Iona College,New Rochelle,NY,40.927107,-73.785635,21,3052,0.867,0.5841,1022,0.0813,0.5816,0.2048,0.0226,0.002,30,46329,0.2628,0.577
1285,4,Ithaca College,Ithaca,NY,42.42264,-76.495057,23,6087,0.5911,0.7821,""" """,0.0537,0.7058,0.0752,0.0352,0.0015,-2,55515,0.2007,0.6816
1286,3,Jamestown Business College,Jamestown,NY,42.095118,-79.249373,32,318,0.9375,0.4783,""" """,0.0189,0.7044,0.1604,0,0.0629,-2,18591,0.7709,0.5636
1287,4,Jewish Theological Seminary of America,New York,NY,40.811959,-73.960287,11,156,0.6186,0.7826,1330,0.0064,0.9295,0.0064,0.0064,0,80,58278,0,0.3313
1288,4,The Juilliard School,New York,NY,40.773725,-73.982913,11,509,0.0843,0.839,""" """,0.0472,0.4244,0.057,0.1336,0,-2,55640,0.1532,0.3838
1289,3,Kehilath Yakov Rabbinical Seminary,Ossining,NY,41.222686,-73.810559,41,125,""" """,0.7143,""" """,0,1,0,0,0,80,13000,0.825,0
1290,4,Keuka College,Keuka Park,NY,42.61541,-77.090518,32,1797,0.8286,0.4741,""" """,0.0774,0.7691,0.0334,0.0067,0.0061,54,42881,0.4295,0.7732
1291,4,LIM College,New York,NY,40.759817,-73.974911,11,1548,0.7421,0.5066,914,0.1525,0.5517,0.1693,0.0465,0.0039,-2,41784,0.3133,0.6451
1292,4,Le Moyne College,Syracuse,NY,43.047316,-76.088449,12,2728,0.6595,0.7209,1071,0.0554,0.7933,0.0491,0.026,0.0044,30,42943,0.321,0.6944
1293,4,LIU Brooklyn,Brooklyn,NY,40.690134,-73.980872,11,4755,0.8633,0.3165,""" """,0.3211,0.2101,0.1518,0.1647,0.0029,-2,43649,0.5985,0.6916
1294,4,LIU Post,Brookville,NY,40.820043,-73.593279,21,3774,0.8302,0.4067,950,0.1131,0.4701,0.1343,0.0427,0.0013,-2,46535,0.1664,0.2876
1295,4,LIU Hudson at Rockland,Orangeburg,NY,41.044023,-73.960412,21,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,-2,""" """,""" """,""" """
1296,4,LIU Brentwood,Brentwood,NY,40.803845,-73.287113,21,15,""" """,""" """,""" """,0.1333,0,0.2667,0,0,-2,""" """,0.5652,0.7826
1297,3,Machzikei Hadath Rabbinical College,Brooklyn,NY,40.628037,-73.988435,11,147,1,0.25,""" """,0,0.9592,0,0,0,-2,21910,0.8243,0
1298,4,Manhattan College,Riverdale,NY,40.889756,-73.901893,11,3471,0.6654,0.7507,1097,0.0375,0.5621,0.191,0.04,0.002,30,48454,0.2871,0.6242
1299,4,Manhattan School of Music,New York,NY,40.812341,-73.961691,11,389,0.4482,0.7184,""" """,0.0231,0.3239,0.0694,0.0668,0,-2,55403,0.1538,0.3236
1300,4,Manhattanville College,Purchase,NY,41.031054,-73.718316,21,1754,0.7386,0.6071,""" """,0.0792,0.2822,0.1306,0.0108,0.0011,-2,49126,0.3374,0.6556
1301,3,Maria College of Albany,Albany,NY,42.656506,-73.805986,13,849,0.35,0.2143,""" """,0.1284,0.6608,0.0318,0.0212,0.0035,-2,13875,0.2955,0.6977
1302,4,Marist College,Poughkeepsie,NY,41.721955,-73.934342,21,5240,0.3851,0.7819,""" """,0.0399,0.7752,0.0916,0.0279,0.0017,-2,47906,0.1597,0.5571
1303,3,Marymount Manhattan College,New York,NY,40.769108,-73.959676,11,1831,0.735,0.4393,1065,0.0994,0.5756,0.1688,0.0295,0.0087,-2,47464,0.2495,0.6152
1304,4,Medaille College,Buffalo,NY,42.92895,-78.856569,11,1914,0.619,0.4436,840,0.2079,0.6066,0.0575,0.0162,0.0063,-2,30744,0.5402,0.8593
1305,4,Mercy College,Dobbs Ferry,NY,41.021436,-73.874571,21,6402,0.7189,0.288,""" """,0.2677,0.2741,0.3568,0.0345,0.0028,-2,26975,0.5508,0.6065
1306,4,Mesivta Torah Vodaath Rabbinical Seminary,Brooklyn,NY,40.638251,-73.969494,11,276,0.7,0.32,""" """,0,1,0,0,0,80,20176,0.6449,0
1307,4,Mesivta of Eastern Parkway-Yeshiva Zichron Meilech,Brooklyn,NY,40.635169,-73.979166,11,33,1,0.0667,""" """,0,1,0,0,0,-2,""" """,0.6667,0
1308,4,Mesivtha Tifereth Jerusalem of America,New York,NY,40.713812,-73.991271,11,46,0.931,0.1923,""" """,0,1,0,0,0,80,14500,0.58,0
1309,4,Mirrer Yeshiva Cent Institute,Brooklyn,NY,40.605043,-73.966049,11,132,0.9556,0.0714,""" """,0,0.9394,0,0,0,80,13209,0.494,0
1310,4,Molloy College,Rockville Centre,NY,40.68597,-73.626278,21,3293,0.754,0.6972,1072,0.1248,0.6259,0.1445,0.0698,0.003,30,38282,0.317,0.7559
1311,4,Monroe College,Bronx,NY,40.86407,-73.900501,11,6181,0.4027,0.526,""" """,0.4392,0.0296,0.4147,0.0138,0.0042,-2,21199,0.7549,0.7418
1312,4,Mount Saint Mary College,Newburgh,NY,41.511212,-74.012906,21,2096,0.8862,0.588,1011,0.0773,0.6264,0.1336,0.0205,0.0076,30,39720,0.3364,0.7072
1313,4,College of Mount Saint Vincent,Bronx,NY,40.912814,-73.907019,11,1671,0.9521,0.5668,931,0.1508,0.2843,0.3519,0.1029,0.0006,30,40018,0.5189,0.8094
1314,4,Icahn School of Medicine at Mount Sinai,New York,NY,40.789801,-73.953445,11,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,-2,""" """,""" """,""" """
1315,4,Nazareth College,Rochester,NY,43.102406,-77.514417,21,2017,0.7049,0.7558,""" """,0.0664,0.7377,0.0387,0.0312,0.004,-2,43507,0.3206,0.7743
1316,4,The College of New Rochelle,New Rochelle,NY,40.899427,-73.781104,21,3075,0.3853,0.2897,958,0.4624,0.0595,0.1268,0.0159,0.0026,-2,44483,0.7488,0.6257
1317,4,The New School,New York,NY,40.735275,-73.994636,11,6695,0.659,0.6021,1117,0.0544,0.3374,0.1104,0.1017,0.001,-2,57945,0.2266,0.3848
1318,4,New York Chiropractic College,Seneca Falls,NY,42.91173,-76.756232,32,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,-2,""" """,""" """,""" """
1319,4,New York Law School,New York,NY,40.717393,-74.006394,11,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,-2,""" """,""" """,""" """
1320,4,New York Medical College,Valhalla,NY,41.084261,-73.811241,21,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,80,""" """,""" """,""" """
1321,4,New York Theological Seminary,New York,NY,40.811078,-73.964081,11,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,42,""" """,""" """,""" """
1322,4,New York University,New York,NY,40.729452,-73.997264,11,24539,0.3545,0.8301,1344,0.0506,0.356,0.1152,0.1962,0.0023,-2,61958,0.2145,0.4051
1323,4,Niagara University,Niagara University,NY,43.138222,-79.037737,21,3130,0.6586,0.6409,1040,0.0581,0.7121,0.0419,0.0198,0.0067,30,40164,0.3156,0.7276
1324,4,New York College of Podiatric Medicine,New York,NY,40.804899,-73.940306,11,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,-2,""" """,""" """,""" """
1325,4,New York Institute of Technology,Old Westbury,NY,40.814402,-73.608885,21,4160,0.6403,0.4475,1069,0.074,0.1885,0.1272,0.1344,0.0034,-2,41830,0.36,0.5272
1326,4,New York School of Interior Design,New York,NY,40.768615,-73.962404,11,353,0.4551,0.6667,940,0.0255,0.4844,0.0878,0.0623,0,-2,47374,0.1729,0.3304
1327,4,Nyack College,Nyack,NY,41.086425,-73.931106,21,1695,0.9936,0.419,909,0.3032,0.2189,0.2861,0.0838,0.0035,34,35426,0.5685,0.8394
1328,3,Ohr Hameir Theological Seminary,Peekskill,NY,41.268725,-73.889793,21,96,1,0.0909,""" """,0,0.9375,0,0,0,-2,""" """,0.5106,0
1329,4,Pace University-New York,New York,NY,40.711014,-74.004719,11,8163,0.8499,0.5489,1054,0.1057,0.501,0.1493,0.0872,0.0025,-2,53010,0.3437,0.5737
1330,3,Paul Smiths College of Arts and Science,Paul Smiths,NY,44.435638,-74.245143,42,891,0.9843,0.4551,""" """,0.0224,0.8743,0.037,0.0011,0.0034,-2,40021,0.4302,0.8247
1331,3,Plaza College,Forest Hills,NY,40.71503,-73.831723,11,716,0.3019,0.6589,""" """,0.3184,0.1131,0.331,0.1187,0,-2,18939,0.8499,0.8003
1332,3,Davis College,Johnson City,NY,42.101092,-75.962421,22,252,0.4779,0.3269,954,0.1389,0.7024,0.0754,0.0119,0.0079,88,20802,0.4582,0.443
1333,4,Pratt Institute-Main,Brooklyn,NY,40.691154,-73.962149,11,3232,0.5299,0.6369,1141,0.0396,0.4137,0.1027,0.1627,0.0031,-2,57783,0.2387,0.4774
1334,4,Rabbinical Academy Mesivta Rabbi Chaim Berlin,Brooklyn,NY,40.618467,-73.963702,11,155,1,0.4762,""" """,0,0.9742,0,0,0,-2,18711,0.259,0
1335,4,Rabbinical College Bobover Yeshiva Bnei Zion,Brooklyn,NY,40.63192,-73.98544,11,273,""" """,0.8333,""" """,0,1,0,0,0,80,14713,0.8383,0
1336,4,Rabbinical College of Ch'san Sofer New York,Brooklyn,NY,40.626507,-73.979851,11,34,0.7059,0.8,""" """,0,1,0,0,0,80,24313,0.7333,0
1337,3,Rabbinical College Beth Shraga,Monsey,NY,41.114311,-74.072771,21,41,1,0,""" """,0,1,0,0,0,-2,19850,0.2128,0
1338,3,Rabbinical College of Long Island,Long Beach,NY,40.586478,-73.670034,21,115,""" """,0.125,""" """,0,0.9913,0,0,0,-2,""" """,0.3021,0
1339,4,Rabbinical Seminary of America,Flushing,NY,40.72325,-73.81769,11,282,0.95,0.4457,""" """,0,1,0,0,0,80,17800,0.2305,0
1340,4,Rensselaer Polytechnic Institute,Troy,NY,42.728983,-73.678768,13,5557,0.375,0.8214,1372,0.0288,0.6172,0.0732,0.104,0.0011,-2,61820,0.1681,0.5997
1341,4,Roberts Wesleyan College,Rochester,NY,43.126747,-77.798964,21,1335,0.6875,0.6293,1059,0.1124,0.7221,0.0622,0.0112,0.0052,64,39746,0.4236,0.7536
1342,4,Rochester Institute of Technology,Rochester,NY,43.090325,-77.67521,21,12635,0.5747,0.6253,1240,0.0484,0.6457,0.0662,0.067,0.0021,-2,47291,0.294,0.6058
1343,4,University of Rochester,Rochester,NY,43.126437,-77.631042,12,6074,0.3641,0.8393,""" """,0.0481,0.5099,0.0589,0.1059,0.0031,-2,61340,0.1766,0.5305
1344,4,The Sage Colleges,Troy,NY,42.72822,-73.693711,13,1657,0.5481,0.5851,""" """,0.1328,0.6198,0.0978,0.032,0.003,-2,40869,0.4871,0.8146
1345,4,St Bernard's School of Theology and Ministry,Rochester,NY,43.102185,-77.526326,21,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,30,""" """,""" """,""" """
1346,4,St Bonaventure University,Saint Bonaventure,NY,42.07863,-78.47586,33,1735,0.7043,0.6803,1066,0.0513,0.6963,0.0726,0.0409,0.0017,30,42234,0.2941,0.6977
1347,4,St Francis College,Brooklyn Heights,NY,40.693076,-73.991653,11,2661,0.7704,0.5477,935,0.1999,0.3923,0.1984,0.0368,0.0041,-2,27407,0.4374,0.5069
1348,4,St Lawrence University,Canton,NY,44.589879,-75.161343,33,2282,0.4764,0.8474,""" """,0.0329,0.7918,0.0443,0.0184,0.0026,-2,59550,0.1823,0.5539
1349,4,The College of Saint Rose,Albany,NY,42.664664,-73.78611,13,2614,0.7629,0.6551,""" """,0.0773,0.7177,0.0597,0.018,0.0031,-2,41292,0.3604,0.7368
1350,4,St. Thomas Aquinas College,Sparkill,NY,41.041126,-73.934182,21,1147,0.8082,0.5739,958,0.0846,0.5527,0.1988,0.0288,0.0017,-2,37860,0.2488,0.4714
1351,4,Sarah Lawrence College,Bronxville,NY,40.934147,-73.84381,21,1366,0.5314,0.7701,""" """,0.0366,0.5703,0.093,0.0395,0.0007,-2,64056,0.1879,0.5514
1352,4,Sh'or Yoshuv Rabbinical College,Lawrence,NY,40.605336,-73.740366,21,95,0.8667,0.65,""" """,0,1,0,0,0,80,18300,0.2895,0
1353,4,Siena College,Loudonville,NY,42.718586,-73.75153,21,3085,0.6586,0.7985,1127,0.0344,0.8029,0.0674,0.0441,0.001,30,47265,0.2371,0.7049
1354,4,Skidmore College,Saratoga Springs,NY,43.092696,-73.785108,23,2612,0.3734,0.8681,1241,0.0364,0.6286,0.0846,0.0597,0,-2,60900,0.1431,0.3167
1355,4,Saint Joseph's College-New York,Brooklyn,NY,40.690485,-73.968037,11,3985,0.7073,0.6803,1031,0.0991,0.6263,0.125,0.0341,0.0058,-2,27542,0.3204,0.5416
1356,4,Saint Vladimirs Orthodox Theological Seminary,Yonkers,NY,40.971362,-73.82332,21,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,92,""" """,""" """,""" """
1357,4,Saint John Fisher College,Rochester,NY,43.117064,-77.516979,21,2834,0.6791,0.7153,1091,0.0363,0.8373,0.043,0.0314,0.0018,30,40209,0.3096,0.7668
1358,4,St John's University-New York,Queens,NY,40.721979,-73.795301,11,10878,0.6252,0.5875,1107,0.189,0.338,0.1452,0.182,0.0024,30,51420,0.3009,0.5599
1359,3,SUNY College of Technology at Alfred,Alfred,NY,42.258723,-77.791073,33,3607,0.5424,0.4791,982,0.0915,0.7957,0.061,0.0103,0.0022,-2,21952,0.4765,0.6557
1360,3,SUNY College of Technology at Canton,Canton,NY,44.607346,-75.185005,33,3140,0.8067,0.2935,""" """,0.1392,0.6806,0.0901,0.0102,0.0153,-2,19541,0.5629,0.7281
1361,3,SUNY College of Technology at Delhi,Delhi,NY,42.270129,-74.924225,33,3407,0.6819,0.3948,""" """,0.1597,0.5976,0.1468,0.0182,0.0015,-2,20564,0.4701,0.6454
1362,3,SUNY College of Agriculture and Technology at Cobleskill,Cobleskill,NY,42.67257,-74.498247,32,2512,0.7334,0.364,877,0.1091,0.7301,0.1015,0.0107,0.0016,-2,21571,0.5243,0.6824
1363,3,Farmingdale State College,Farmingdale,NY,40.75408,-73.426371,21,7768,0.4665,0.4461,982,0.0999,0.6044,0.1631,0.074,0.0018,-2,14257,0.2863,0.3045
1364,3,Morrisville State College,Morrisville,NY,42.89432,-75.645231,42,2728,0.5619,0.2771,895,0.1888,0.6833,0.0737,0.0081,0.0066,-2,22386,0.605,0.7612
1365,4,SUNY at Albany,Albany,NY,42.686917,-73.825014,13,12659,0.5584,0.6601,1098,0.151,0.5126,0.1409,0.0822,0.0018,-2,21968,0.3904,0.5944
1366,4,SUNY at Binghamton,Vestal,NY,42.088049,-75.971143,22,13372,0.4406,0.8093,1287,0.0516,0.5498,0.1014,0.1428,0.001,-2,22688,0.2861,0.4653
1367,4,University at Buffalo,Buffalo,NY,43.001433,-78.790103,21,19488,0.5781,0.7189,1165,0.0693,0.4868,0.0614,0.1379,0.0021,-2,21996,0.2965,0.4693
1368,4,Stony Brook University,Stony Brook,NY,40.913138,-73.123595,21,16170,0.4134,0.6857,1254,0.0639,0.3756,0.1058,0.2424,0.0015,-2,21358,0.3351,0.4496
1369,4,SUNY College of Environmental Science and Forestry,Syracuse,NY,43.034355,-76.139236,12,1718,0.5113,0.6774,1193,0.0163,0.8359,0.0384,0.0332,0.0029,-2,23671,0.2697,0.5746
1370,4,SUNY Polytechnic Institute,Utica,NY,43.13528,-75.2292,22,1890,0.561,0.43,1099,0.0783,0.7868,0.064,0.0328,0.0026,-2,20924,0.4169,0.5721
1371,4,SUNY College at Brockport,Brockport,NY,43.209862,-77.949824,31,6951,0.4895,0.6811,1056,0.0945,0.7232,0.0512,0.0154,0.002,-2,20224,0.401,0.7013
1372,4,SUNY Buffalo State,Buffalo,NY,42.934199,-78.88067,11,9185,0.6155,0.4472,939,0.2461,0.5641,0.1114,0.0238,0.0039,-2,18129,0.4952,0.6549
1373,4,SUNY College at Cortland,Cortland,NY,42.590158,-76.197909,32,6311,0.4896,0.6664,""" """,0.0493,0.7368,0.1068,0.0124,0.0019,-2,22480,0.2805,0.6642
1374,4,SUNY at Fredonia,Fredonia,NY,42.450961,-79.336109,32,4900,0.5322,0.6695,1056,0.0559,0.7839,0.059,0.0145,0.0039,-2,21269,0.3586,0.7107
1375,4,SUNY College at Geneseo,Geneseo,NY,42.796864,-77.821999,32,5497,0.5913,0.779,1221,0.0309,0.7513,0.0664,0.0642,0.0022,-2,21589,0.251,0.4898
1376,4,State University of New York at New Paltz,New Paltz,NY,41.737205,-74.088727,21,6464,0.4193,0.7393,1122,0.0563,0.6504,0.1556,0.0521,0.0017,-2,20939,0.2962,0.5239
1377,4,SUNY Oneonta,Oneonta,NY,42.466555,-75.064186,33,5803,0.4988,0.7338,1086,0.0331,0.7894,0.1001,0.0196,0.0017,-2,21555,0.2988,0.6184
1378,4,SUNY College at Oswego,Oswego,NY,43.453047,-76.543885,32,7102,0.4837,0.6328,1106,0.0659,0.7777,0.0918,0.0206,0.0014,-2,21673,0.4116,0.6916
1379,4,SUNY College at Potsdam,Potsdam,NY,44.662862,-74.976889,33,3669,0.6758,0.5424,""" """,0.0788,0.6912,0.0978,0.0166,0.0185,-2,20536,0.4543,0.7286
1380,4,SUNY at Purchase College,Purchase,NY,41.047092,-73.700127,21,3925,0.4082,0.6742,1095,0.091,0.5549,0.1929,0.0767,0.0015,-2,23719,0.331,0.6098
1381,4,SUNY College of Optometry,New York,NY,40.754465,-73.982236,11,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,-2,""" """,""" """,""" """
1382,4,SUNY College at Old Westbury,Old Westbury,NY,40.789842,-73.570966,21,4173,0.6235,0.3724,995,0.3087,0.3082,0.2133,0.1014,0.0026,-2,15734,0.5073,0.4662
1383,4,SUNY College at Plattsburgh,Plattsburgh,NY,44.691103,-73.467342,32,5430,0.4786,0.6117,1031,0.0648,0.6926,0.0974,0.0239,0.0035,-2,20791,0.3566,0.6407
1384,4,SUNY Downstate Medical Center,Brooklyn,NY,40.655283,-73.943827,11,338,""" """,""" """,""" """,0.2189,0.3905,0.1154,0.1716,0.003,-2,""" """,0.2067,0.4581
1385,4,SUNY Empire State College,Saratoga Springs,NY,43.078304,-73.779915,23,9949,0.8112,0.1946,""" """,0.1512,0.6269,0.1123,0.018,0.0053,-2,19533,0.3495,0.3576
1386,4,SUNY Maritime College,Throggs Neck,NY,40.809048,-73.800336,11,1624,0.5265,0.4672,1106,0.04,0.7241,0.0745,0.0413,0.0006,-2,22429,0.2423,0.5022
1387,4,Upstate Medical University,Syracuse,NY,43.042951,-76.138976,12,232,""" """,""" """,""" """,0.0647,0.7845,0.0345,0.0345,0.0043,-2,""" """,0.2727,0.6049
1388,4,Syracuse University,Syracuse,NY,43.040005,-76.136633,12,14768,0.5323,0.8035,1184,0.0892,0.5534,0.1076,0.0775,0.0077,-2,57450,0.2608,0.5506
1389,3,Talmudical Seminary Oholei Torah,Brooklyn,NY,40.635963,-73.972235,11,330,1,0.04,""" """,0,1,0,0,0,-2,18249,0.6168,0
1390,3,Talmudical Institute of Upstate New York,Rochester,NY,43.147062,-77.574943,12,13,1,0.3333,""" """,0,0.8462,0,0,0,-2,13000,0.3529,0
1391,4,Teachers College at Columbia University,New York,NY,40.810311,-73.960399,11,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,-2,""" """,""" """,""" """
1392,3,Torah Temimah Talmudical Seminary,Brooklyn,NY,40.635509,-73.971973,11,102,1,0.0233,""" """,0,0.9902,0,0,0,-2,16392,0.2778,0
1393,4,Touro College,New York,NY,40.75348,-73.989691,11,5870,0.2978,0.4114,""" """,0.1528,0.606,0.0908,0.0332,0.0024,-2,31668,0.4598,0.2771
1394,3,Trocaire College,Buffalo,NY,42.846625,-78.812637,11,1336,0.5795,0.2642,""" """,0.146,0.6991,0.0322,0.015,0.0135,30,21147,0.5389,0.8103
1395,4,Excelsior College,Albany,NY,42.704887,-73.862204,13,38426,""" """,""" """,""" """,0.2155,0.5933,0.0921,0.0306,0.006,-2,""" """,0.0745,0.08
1396,3,Union College,Schenectady,NY,42.817578,-73.928498,13,2204,0.4112,0.8569,""" """,0.0381,0.745,0.0662,0.0617,0.0005,-2,60042,0.1558,0.5757
1397,4,Union Theological Seminary in the City of New York,New York,NY,40.811461,-73.96212,11,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,""" """,-2,""" """,""" """,""" """
1398,3,United Talmudical Seminary,Brooklyn,NY,40.7057,-73.959161,11,2096,""" """,0.4884,""" """,0,0.9561,0.011,0,0,80,18203,0.8778,0
1399,4,United States Merchant Marine Academy,Kings Point,NY,40.812154,-73.762534,21,939,""" """,0.7188,""" """,0.0309,0.7636,0.099,0.0671,0.0138,-2,8988,0.0783,0.0668
1400,4,Utica College,Utica,NY,43.095183,-75.272407,13,2857,0.8153,0.4401,""" """,0.1092,0.6584,0.0784,0.0329,0.0056,-2,45579,0.3947,0.7511
1401,3,Vassar College,Poughkeepsie,NY,41.685105,-73.894345,21,2389,0.2354,0.9185,1403,0.0557,0.5885,0.1139,0.1105,0.0004,-2,61320,0.2325,0.3714
1402,3,Villa Maria College,Buffalo,NY,42.913045,-78.795666,13,469,0.7984,0.4094,""" """,0.258,0.6077,0.064,0.0128,0.0043,30,22965,0.6323,0.8237
1403,4,School of Visual Arts,New York,NY,40.738742,-73.98224,11,3577,0.7677,0.6552,1029,0.0612,0.3771,0.059,0.1345,0.0103,-2,50407,0.2531,0.4621
